"","q01","q02","q03","q05","party_registered","q06","q06a","q06b","q07","q16","q24","q36","q37","q38","q39","q40","q45","q46","q46a","q46b","d1","d1a","d2","d3","d4","d4a","d5","d5a","d6","d7","d8","d9","d9a","d10","d10a","d11","county","language","gender","weight","pres_ticketpref","year"
"3179","[VOL] don't know","good times","[VOL] don't know","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","[VOL] don't know","approve","disapprove","just about always","[VOL] don't know","some","middle-of-the-road","only a little","always","yes",56,"55 to 64","own",1,"no","Do not have kids 18 or younger","not-employed","not employed, homemaker","married","High school graduate/GED","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$80,000 to under $100,000","MONTEREY","Spanish","Female",0.576512497910784,"Democratic",2012
"3180",NA,"bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely",NA,"approve","[VOL] don't know","most of the time","benefit of all of the people","don't waste very much","middle-of-the-road","fair amount","always","yes",64,"55 to 64","own",16,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Post graduate","Hispanic or Latino","no","yes, U.S. citizen","Catholic","yes, would","$80,000 to under $100,000","RIVERSIDE","English","Female",0.371275497879844,"Democratic",2012
"3181","right direction","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"approve","approve","disapprove","most of the time","a few big interests","a lot","middle-of-the-road","fair amount","seldom","no",46,"45 to 54","rent",7,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","SAN JOAQUIN","Spanish","Male",1.01486471228349,"Democratic",2012
"3182","wrong direction","bad times","yes, moderate recession","no",NA,0,0,1,NA,NA,"disapprove","disapprove","[VOL] don't know","most of the time","[VOL] don't know","some","middle-of-the-road","fair amount","never","no",NA,NA,"own",98,NA,NA,"not-employed","not employed, retired",NA,"High school graduate/GED","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","Protestant",NA,NA,"PLACER","English","Male",2.1454811041138,"Republican",2012
"3183","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",51,"45 to 54","rent",25,"no","Do not have kids 18 or younger","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would",NA,"SAN DIEGO","English","Female",0.480834131255162,"Republican",2012
"3184","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,3,"[VOL] don't know","fairly closely","disapprove","[VOL] don't know","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",51,"45 to 54","own",9,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$100,000 to under $200,000","MARIN","English","Male",0.246016571647981,"Other",2012
"3185","wrong direction","bad times","yes, serious recession","no",NA,0,0,3,NA,NA,"disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",46,"45 to 54","rent",5,"yes","Have kids, public schools","full-time employed",NA,"divorced","Some college","Hispanic or Latino","no","yes, U.S. citizen","Protestant","no, would not","Under $20,000","SAN DIEGO","Spanish","Female",0.422501596206459,"Other",2012
"3186","wrong direction","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"approve","approve","approve","only some of the time","a few big interests","some","somewhat liberal","none","never","no",60,"55 to 64","rent",5,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","no religion",NA,"Under $20,000","LOS ANGELES","Spanish","Female",0.899654820695125,"Democratic",2012
"3187","wrong direction","bad times","yes, serious recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","[VOL] don't know","only a little","always","yes",54,"45 to 54","own",7,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would","$60,000 to under $80,000","ORANGE","English","Female",2.12683982076117,"Democratic",2012
"3188","wrong direction","bad times","yes, moderate recession","yes","Republican",0,2,0,"[VOL] don't know","fairly closely","disapprove","approve","disapprove","only some of the time","a few big interests","some","middle-of-the-road","great deal","always","yes",45,"45 to 54","rent",3,"no","Do not have kids 18 or younger","full-time employed",NA,"divorced","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$40,000 to under $60,000","PLACER","English","Female",1.39454002450317,"Republican",2012
"3189","right direction","[VOL] don't know","yes, moderate recession","no",NA,0,0,1,NA,NA,"approve","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","only a little","always","yes",44,"35 to 44","rent",13,"yes","Have kids, public schools","not-employed","not employed, homemaker","married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","ORANGE","Spanish","Female",1.37151548286542,"Republican",2012
"3190","wrong direction","bad times","yes, serious recession","yes",NA,0,0,3,"[VOL] don't know","very closely","disapprove","[VOL] don't know","disapprove","[VOL] none of the time","[VOL] don't know","a lot","middle-of-the-road","fair amount","always","yes",64,"55 to 64","own",6,"no","Do not have kids 18 or younger","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$200,000 or more","VENTURA","English","Female",0.217138856690906,"Other",2012
"3191","wrong direction","[VOL] don't know","yes, serious recession","yes","Democrat",2,0,0,"Mitt Romney and Paul Ryan","not too closely","approve","disapprove","[VOL] don't know","only some of the time","a few big interests","some","very liberal","fair amount","part of the time","yes",30,"25 to 34","own",17,"yes","Have kids, public schools","full-time employed",NA,"separated","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","LOS ANGELES","English","Female",3.21721838507881,"Democratic",2012
"3192","[VOL] don't know","good times","yes, mild recession","no",NA,0,0,2,NA,NA,"approve","approve","disapprove","most of the time","a few big interests","a lot","somewhat conservative","great deal","never","no",48,"45 to 54","rent",13,"yes","Have kids, public schools","not-employed","not employed, homemaker","[VOL] living with partner","High school graduate/GED","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","Under $20,000","LOS ANGELES","Spanish","Female",0.484877000471448,"Democratic",2012
"3193","wrong direction","bad times","yes, moderate recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",53,"45 to 54","own",10,"no","Do not have kids 18 or younger","not-employed","[VOL] disabled; on disability","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,NA,"no, would not",NA,"SAN DIEGO","English","Male",1.08696295410979,"Republican",2012
"3194","right direction","bad times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",75,"65 or older","own",1,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would","$20,000 to under $40,000","SAN DIEGO","English","Female",1.21418148896767,"Democratic",2012
"3195","wrong direction","good times","yes, mild recession","no",NA,0,0,4,NA,NA,"disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","none","never","no",38,"35 to 44","rent",0,"yes","Have kids, public schools","part-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","Under $20,000","SANTA CLARA","Spanish","Female",2.06167792535527,NA,2012
"3196","right direction","good times","no","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","only some of the time",NA,"some","somewhat liberal","great deal","always","yes",79,"65 or older","own",13,"no","Do not have kids 18 or younger","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$40,000 to under $60,000","SHASTA","English","Female",0.339215618049916,"Democratic",2012
"3197","wrong direction","good times","no","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","very conservative","great deal","always","yes",40,"35 to 44","rent",5,"yes","Have kids, public schools","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$80,000 to under $100,000","ORANGE","English","Male",2.18525290900831,"Republican",2012
"3198","right direction","good times","yes, moderate recession","yes","Democrat",2,0,0,"Mitt Romney and Paul Ryan","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",62,"55 to 64","own",25,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$80,000 to under $100,000","SAN DIEGO","English","Male",0.416524493761186,"Democratic",2012
"3199","[VOL] don't know","[VOL] don't know","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","not too closely","disapprove","approve","disapprove","only some of the time","[VOL] don't know","a lot","very conservative","only a little","part of the time","yes",51,"45 to 54","own",7,"yes","Have kids, public schools","not-employed","not employed, homemaker","married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","TEHAMA","Spanish","Female",0.805846333540968,"Democratic",2012
"3200","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,1,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",NA,"55 to 64","own",30,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would",NA,"ORANGE","English","Female",0.249661233910925,"Republican",2012
"3201","[VOL] don't know","good times","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","[VOL] don't know","disapprove","approve","only some of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",70,"65 or older","own",19,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Latter Day Saints, LDS, Mormon","no, would not","$60,000 to under $80,000","SAN DIEGO","English","Male",0.296721770936556,"Republican",2012
"3202","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",60,"55 to 64","own",20,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$100,000 to under $200,000","SAN DIEGO","English","Female",0.586590177186546,"Republican",2012
"3203","[VOL] don't know","bad times","yes, serious recession","no",NA,0,0,3,NA,NA,"[VOL] don't know","approve","approve","only some of the time","a few big interests","a lot","somewhat liberal","none","never","no",30,"25 to 34","own",10,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","TULARE","Spanish","Female",3.29762664442734,"Other",2012
"3204","wrong direction","bad times","yes, serious recession","yes",NA,0,0,1,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","great deal","always","yes",59,"55 to 64","own",7,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$20,000 to under $40,000","SAN DIEGO","English","Male",2.69847735318442,"Republican",2012
"3205","right direction","good times","[VOL] don't know","no",NA,0,0,4,NA,NA,"disapprove","approve","approve","only some of the time","benefit of all of the people","don't waste very much","[VOL] don't know","[VOL] don't know","never","no",48,"45 to 54","own",0,NA,NA,"[VOL] don't know/refuse",NA,NA,NA,NA,NA,"[VOL] refuse",NA,NA,NA,"LOS ANGELES","Spanish","Female",0.448349092439195,NA,2012
"3206","wrong direction","bad times","yes, moderate recession","yes","Republican",0,2,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","benefit of all of the people","a lot","middle-of-the-road","only a little","always","yes",66,"65 or older","own",33,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Post graduate","[VOL] Other (SPECIFY)","yes",NA,NA,"yes, would","$60,000 to under $80,000","ALAMEDA","English","Male",0.336890953575078,"Republican",2012
"3207","wrong direction","bad times","yes, moderate recession","yes","Republican",0,2,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","most of the time","a few big interests","some","somewhat liberal","only a little","seldom","yes",56,"55 to 64","own",10,"no","Do not have kids 18 or younger","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","Jewish",NA,"$100,000 to under $200,000","LOS ANGELES","English","Female",0.35782814145507,"Republican",2012
"3208","wrong direction","bad times","yes, serious recession","yes","Republican",0,2,0,NA,"not too closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",58,"55 to 64","rent",3,"no","Do not have kids 18 or younger","full-time employed",NA,"married","High school graduate/GED","Black or African American","yes",NA,"Protestant","no, would not","$40,000 to under $60,000","RIVERSIDE","English","Male",0.242237056169882,"Republican",2012
"3209","wrong direction","[VOL] don't know","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","fair amount","always","yes",53,"45 to 54","own",3,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would","$200,000 or more","ORANGE","English","Female",1.24288149381217,"Republican",2012
"3210","wrong direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","most of the time","benefit of all of the people","some","middle-of-the-road","fair amount","always","yes",57,"55 to 64","own",4,"yes","Have kids, public schools","not-employed","not employed, retired","married","Some college","Hispanic or Latino","yes",NA,"Protestant","no, would not","$20,000 to under $40,000","STANISLAUS","English","Female",0.823718029376565,"Democratic",2012
"3211","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","don't waste very much","very conservative","only a little","nearly always","yes",58,"55 to 64","rent",16,"no","Do not have kids 18 or younger","full-time employed",NA,"separated","Some college","Hispanic or Latino","no","yes, U.S. citizen",NA,"no, would not","$20,000 to under $40,000","LOS ANGELES","English","Female",0.418227757781642,"Democratic",2012
"3212","right direction","bad times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","only some of the time","benefit of all of the people","some","very liberal","great deal","nearly always","yes",37,"35 to 44","own",1,"yes","Have kids, private schools","full-time employed",NA,"divorced","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$100,000 to under $200,000","SAN DIEGO","English","Female",0.195966622487085,"Democratic",2012
"3213","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,3,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","nearly always","yes",67,"65 or older","own",22,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$60,000 to under $80,000","FRESNO","English","Female",0.246974058022754,"Other",2012
"3214","wrong direction","[VOL] don't know","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","just about always","a few big interests","a lot","somewhat conservative","fair amount","nearly always","yes",36,"35 to 44","rent",8,"yes","Have kids, private schools","full-time employed",NA,"married","High school graduate/GED","Hispanic or Latino","yes",NA,"Catholic",NA,"$40,000 to under $60,000","COLUSA","English","Male",1.21394916001426,"Republican",2012
"3215","wrong direction","[VOL] don't know","yes, mild recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","great deal","always","yes",76,"65 or older","own",12,"no","Do not have kids 18 or younger","not-employed","not employed, retired","divorced","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would","$20,000 to under $40,000","LOS ANGELES","English","Female",0.157564737930969,"Republican",2012
"3216","wrong direction","bad times","yes, serious recession","yes","Republican",0,3,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","[VOL] none of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",50,"45 to 54","own",11,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Jewish",NA,"$200,000 or more","LOS ANGELES","English","Male",0.311527211485838,NA,2012
"3217","wrong direction","bad times","yes, serious recession","no",NA,0,0,3,NA,NA,"disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","seldom","[VOL] don't know",37,"35 to 44","own",5,"yes","Have kids, public schools","full-time employed",NA,"never married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$20,000 to under $40,000","SHASTA","English","Male",2.19765274560246,"Other",2012
"3218","wrong direction","bad times","yes, serious recession","yes","Republican",0,2,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","only a little","always","yes",84,"65 or older","own",33,"no","Do not have kids 18 or younger","not-employed","not employed, retired","never married","College graduate","Asian","yes",NA,"Protestant","no, would not","$60,000 to under $80,000","LOS ANGELES","English","Female",0.796243523550896,"Republican",2012
"3219","wrong direction","bad times","yes, serious recession","no",NA,0,0,1,NA,NA,"[VOL] don't know","approve","approve","only some of the time","a few big interests","a lot","very conservative","none","never","no",30,"25 to 34","rent",15,"no","Do not have kids 18 or younger","full-time employed",NA,"never married","High school graduate/GED","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","SAN DIEGO","Spanish","Female",2.20812142567947,"Republican",2012
"3220","right direction","good times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","fairly closely","approve","approve","approve","only some of the time","a few big interests","a lot","very liberal","great deal","always","yes",59,"55 to 64","rent",8,"no","Do not have kids 18 or younger","full-time employed",NA,NA,"Some high school or less",NA,NA,"[VOL] refuse",NA,NA,NA,"LOS ANGELES","Spanish","Female",2.13282654920089,"Democratic",2012
"3221","wrong direction","bad times","yes, mild recession","yes","Republican",0,2,0,"Mitt Romney and Paul Ryan","not too closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","only a little","nearly always","yes",38,"35 to 44","own",6,"yes","Have kids, public schools","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","yes, would","$60,000 to under $80,000","SAN DIEGO","English","Male",1.3779077806113,"Republican",2012
"3222","right direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","always","yes",57,"55 to 64","own",20,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Jewish",NA,"$100,000 to under $200,000","SAN FRANCISCO","English","Female",0.268936676392416,"Democratic",2012
"3223","[VOL] don't know","[VOL] don't know","[VOL] don't know","yes",NA,0,0,2,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","[VOL] don't know","middle-of-the-road","great deal","always","yes",84,"65 or older","own",36,"no","Do not have kids 18 or younger","not-employed","not employed, retired","widowed","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","SACRAMENTO","English","Female",0.144926635955544,"Democratic",2012
"3224","right direction","good times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","most of the time","benefit of all of the people","some","somewhat liberal","fair amount","always","yes",49,"45 to 54","own",12,"no","Do not have kids 18 or younger","full-time employed",NA,"married","College graduate","Black or African American","yes",NA,"Protestant","yes, would","$100,000 to under $200,000","LOS ANGELES","English","Female",0.584888142661144,"Democratic",2012
"3225","right direction","bad times","yes, moderate recession","no",NA,0,0,2,NA,NA,"approve","approve","approve","only some of the time","benefit of all of the people","some","middle-of-the-road","only a little","never","[VOL] don't know",40,"35 to 44","own",5,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","no, not a U.S. citizen","Catholic","no, would not","Under $20,000","CONTRA COSTA","Spanish","Female",2.40967893727622,"Democratic",2012
"3226","wrong direction","bad times","yes, moderate recession","yes","Democrat",2,0,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","most of the time","a few big interests","some","middle-of-the-road","fair amount","nearly always","yes",39,"35 to 44","own",3,"yes","Have kids, public schools","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$100,000 to under $200,000","SANTA CLARA","English","Female",0.654996367406854,"Democratic",2012
"3227","wrong direction","bad times","yes, serious recession","no",NA,0,0,2,NA,NA,"disapprove","approve","[VOL] don't know","only some of the time","a few big interests","a lot","[VOL] don't know","only a little","never","yes",37,"35 to 44","rent",0,"yes","Have kids, public schools","full-time employed",NA,"divorced","Some college","Hispanic or Latino","yes",NA,"Protestant","no, would not","$20,000 to under $40,000","SAN BERNARDINO","English","Female",1.10107752664711,"Democratic",2012
"3228","[VOL] don't know","bad times","yes, mild recession","yes","Democrat",2,0,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",46,"45 to 54","own",12,"yes","Have kids, public schools","full-time employed",NA,"widowed","College graduate","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","Catholic","no, would not","$60,000 to under $80,000","SAN DIEGO","English","Female",0.143000000000002,"Democratic",2012
"3229","right direction","good times","yes, mild recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","most of the time","benefit of all of the people","some","somewhat liberal","fair amount","always","yes",21,"18 to 24","own",21,"no","Do not have kids 18 or younger","part-time employed",NA,"never married","Some college","Hispanic or Latino","yes",NA,"Catholic","yes, would","$100,000 to under $200,000","LOS ANGELES","English","Male",1.58789229208949,"Democratic",2012
"3230","wrong direction","bad times","yes, serious recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",49,"45 to 54","rent",3,"no","Do not have kids 18 or younger","part-time employed",NA,"divorced","College graduate","Black or African American","yes",NA,"Protestant","yes, would","$60,000 to under $80,000","SAN DIEGO","English","Female",0.165861584702715,"Democratic",2012
"3231","wrong direction","bad times","yes, moderate recession","yes","Republican",0,2,0,"Mitt Romney and Paul Ryan","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",59,"55 to 64","own",30,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Protestant","yes, would","$20,000 to under $40,000","KERN","Spanish","Female",0.517248660825108,"Republican",2012
"3232","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",55,"55 to 64","own",9,"no","Do not have kids 18 or younger","full-time employed",NA,"divorced","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$80,000 to under $100,000","LOS ANGELES","English","Female",0.973020500209487,"Republican",2012
"3233","wrong direction","good times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","[VOL] don't know","approve","approve","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","always","yes",54,"45 to 54","own",28,"no","Do not have kids 18 or younger","full-time employed",NA,"married","Some college","Black or African American","yes",NA,"Protestant","no, would not","$100,000 to under $200,000","LOS ANGELES","English","Female",1.51184493965463,"Democratic",2012
"3234","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","[VOL] don't know","disapprove","[VOL] don't know","only some of the time","a few big interests","a lot","very conservative","great deal","always","yes",71,"65 or older","own",15,"no","Do not have kids 18 or younger","full-time employed",NA,"never married","Post graduate","Asian","no","yes, U.S. citizen","Catholic",NA,"$100,000 to under $200,000","LOS ANGELES","English","Female",0.796243523550896,"Republican",2012
"3235","wrong direction","bad times","yes, serious recession","yes","Republican",0,2,0,"[VOL] don't know","fairly closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",35,"35 to 44","own",0,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","Hispanic or Latino","no","yes, U.S. citizen","Catholic",NA,"$60,000 to under $80,000","LOS ANGELES","English","Male",0.501265056517721,"Republican",2012
"3236","right direction","good times","no","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",83,"65 or older","own",42,"no","Do not have kids 18 or younger","not-employed","not employed, retired","widowed","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$200,000 or more","ORANGE","English","Female",0.145901406223422,"Republican",2012
"3237","[VOL] don't know","good times","no","yes","Republican",0,2,0,"Barack Obama and Joe Biden","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",46,"45 to 54","own",6,"yes","Have kids, public schools","[VOL] disabled/On Disability",NA,"married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"no religion",NA,"$100,000 to under $200,000","RIVERSIDE","English","Male",0.56048949647924,"Republican",2012
"3238","wrong direction","good times","yes, serious recession","yes","Republican",0,1,0,"Mitt Romney and Paul Ryan","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","somewhat conservative","fair amount","always","yes",66,"65 or older","own",35,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$80,000 to under $100,000","SAN BENITO","English","Male",0.356658024408417,"Republican",2012
"3239","right direction","good times","yes, moderate recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","approve","most of the time","a few big interests","some","somewhat liberal","great deal","always","yes",82,"65 or older","own",57,"no","Do not have kids 18 or younger","not-employed","not employed, retired","widowed","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","Under $20,000","FRESNO","English","Female",0.65761473741068,"Democratic",2012
"3240","right direction","[VOL] don't know","yes, mild recession","yes","Democrat",1,0,0,"Barack Obama and Joe Biden","very closely","approve","approve","disapprove","most of the time","a few big interests","don't waste very much","very liberal","great deal","always","yes",72,"65 or older","own",3,"no","Do not have kids 18 or younger","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant","no, would not","$60,000 to under $80,000","ALAMEDA","English","Male",0.458668041793886,"Democratic",2012
